rodzaj;kod pocztowy;miasto;ulica;Lat;Long
REH;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
RTM;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
SOK;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
STM;11-200;BARTOSZYCE;KARD.STEFANA WYSZY—SKIEGO 11;54.258541;20.792365
STM;11-200;BARTOSZYCE;KARDYNA£A WYSZY—SKIEGO 11;54.258541;20.792365
SZP;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
ZPO;11-200;BARTOSZYCE;KARD.STEFANA WYSZY—SKIEGO 11;54.258541;20.792365
ZPO;11-200;BARTOSZYCE;WYSZY—SKIEGO 11;54.258541;20.792365
POZ;12-130;PASYM;POCZTOWA 3;53.65132;20.792509
RTM;12-130;PASYM;POCZTOWA 3;53.65132;20.792509
STM;12-130;PASYM;POCZTOWA 3;53.65132;20.792509
POZ;11-200;BARTOSZYCE;KARDYNA£A STEFANA WYSZY—SKIEGO 26;54.259486;20.794321
STM;11-200;BARTOSZYCE;SZARYCH SZEREG”W 11;54.260959;20.796423
POZ;11-010;WIPSOWO;106;53.89592;20.79827
POZ;11-200;BARTOSZYCE;BEMA 35;54.259905;20.802288
POZ;11-200;BARTOSZYCE;BEMA 35 A;54.259905;20.802288
STM;11-200;BARTOSZYCE;BEMA 35;54.259905;20.802288
POZ;11-200;BARTOSZYCE;GEN.BEMA 36;54.263394;20.803149
POZ;11-200;BARTOSZYCE;TRAUGUTTA 23;54.251204;20.804287
POZ;11-200;BARTOSZYCE;S£OWACKIEGO 1;54.247519;20.805519
STM;11-200;BARTOSZYCE;WOJSKA POLSKIEGO 4;54.24539;20.805971
STM;11-200;BARTOSZYCE;GENERA£A BEMA 17/1;54.252962;20.809
POZ;11-320;JEZIORANY-KOLONIE;ØARDENIKI 34;53.975988;20.810282
RTM;11-320;ØARDENIKI;34;53.975988;20.810282
AOS;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
AOS;11-200;BARTOSZYCE;MARKSA 10/37;54.246363;20.810722
OPH;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
POZ;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
POZ;11-200;BARTOSZYCE;MARKSA 10/116;54.246363;20.810722
PSY;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
SPO;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
STM;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
STM;11-200;BARTOSZYCE;MARKSA 10/3;54.246363;20.810722
STM;11-200;BARTOSZYCE;MARKSA 10/5;54.246363;20.810722
ZPO;11-200;BARTOSZYCE;MARKSA 10;54.246363;20.810722
STM;11-200;BARTOSZYCE;STRZELECKIEGO 5;54.251467;20.811884
POZ;11-200;BARTOSZYCE;BOH. MONTE CASSINO 9;54.249312;20.814257
POZ;11-200;BARTOSZYCE;NOWOWIEJSKIEGO 25;54.258882;20.814799
ZPO;11-200;BARTOSZYCE;NOWOWIEJSKIEGO 25;54.258882;20.814799
POZ;11-200;BARTOSZYCE;MARKSA 18;54.245482;20.815219
POZ;11-200;BARTOSZYCE;NOWOWIEJSKIEGO 31;54.259244;20.815662
ZPO;11-200;BARTOSZYCE;MARKSA 18B;54.245638;20.816609
POZ;11-200;BARTOSZYCE;E.PLATER 9;54.246661;20.817561
STM;11-200;BARTOSZYCE;ARMII LUDOWEJ 5;54.260592;20.821858
POZ;11-200;BARTOSZYCE;LIMANOWSKIEGO 10;54.251671;20.824914
POZ;11-200;BARTOSZYCE;LEåNA 1;54.248809;20.825815
POZ;11-214;GALINY;----- 17;54.162023;20.829882
STM;11-214;GALINY;17;54.162023;20.829882
STM;11-332;LUTRY;11;54.0096476;20.8953389
RTM;11-230;BISZTYNEK;KONOPNICKIEJ 1;54.084781;20.900222
STM;11-230;BISZTYNEK;FRYZJERSKA 1;54.085549;20.902211
POZ;11-311;LUTRY;48;54.009152;20.902308
ZPO;10-230;BISZTYNEK;KOåCIUSZKI 1;54.085995;20.903979
AOS;11-230;BISZTYNEK;KOåCIUSZKI 5;54.086689;20.905149
POZ;11-230;BISZTYNEK;KOåCIUSZKI 5;54.086689;20.905149
POZ;11-300;CZERWONKA;15;53.907838;20.9055403
POZ;11-210;PONIKI;2;54.329264;20.921098
REH;12-160;WIELBARK;WOJCIECHA K TRZY—SKIEGO 1;53.400662;20.941215
STM;12-160;WIELBARK;WOJCIECHA K TRZY—SKIEGO 1;53.400662;20.941215
POZ;12-160;WIELBARK;K TRZY—SKIEGO 1;53.400319;20.941669
ZPO;12-160;WIELBARK;JAGIE££Y 22A;53.398818;20.944964
ZPO;12-160;WIELBARK;KOPERNIKA 1;53.405751;20.945242
POZ;11-300;BISKUPIEC;LUDOWA 5;53.861936;20.946079
STM;11-300;BISKUPIEC;LUDOWA 5;53.861936;20.946079
POZ;12-160;WIELBARK;MIKO£AJA KOPERNIKA 10;53.398308;20.946111
STM;11-300;BISKUPIEC;LUDOWA 2D;53.861948;20.9471
STM;11-300;BISKUPIEC;NIEPODLEG£OSCI 10/1;53.868059;20.952434
ZPO;11-300;BISKUPIEC;1 MAJA 7A;53.864823;20.952973
STM;11-300;BISKUPIEC;GRUNWALDZKA 14;53.868442;20.953391
ZPO;11-300;BISKUPIEC;PLAC WOLNOåCI 6;53.864098;20.955313
STM;11-300;BISKUPIEC;OGRODOWA 10/2B;53.865138;20.955317
ZPO;11-300;BISKUPIEC;PLAC WOLNOåCI 5/A;53.863768;20.955375
OPH;11-300;BISKUPIEC;ARMII KRAJOWEJ 4/1;53.865836;20.955532
REH;11-300;BISKUPIEC;ARMII KRAJOWEJ 4;53.865836;20.955532
AOS;11-300;BISKUPIEC;ARMII KRAJOWEJ 1A;53.866908;20.95576
POZ;11-300;BISKUPIEC;ARMII KRAJOWEJ 1A;53.866908;20.95576
SPO;11-300;BISKUPIEC;ARMII KRAJOWEJ 1A;53.866908;20.95576
AOS;11-300;BISKUPIEC;ARMII KRAJOWEJ 2A;53.86627;20.955874
POZ;11-300;BISKUPIEC;ARMII KRAJOWEJ 2;53.86627;20.955874
POZ;11-300;BISKUPIEC;ARMII KRAJOWEJ 2A;53.86627;20.955874
ZPO;11-300;BISKUPIEC;ARMII KRAJOWEJ 2 A;53.86627;20.955874
REH;11-300;BISKUPIEC;GDANSKA 1;53.861996;20.956033
ZPO;11-300;BISKUPIEC;ARMII KRAJOWEJ 3;53.866712;20.95634
AOS;11-300;BISKUPIEC;ARMII KRAJOWEJ 3B;53.866796;20.956481
STM;11-300;BISKUPIEC;MONIUSZKI 3;53.863081;20.956868
AOS;11-300;BISKUPIEC;ARMII  KRAJOWEJ 8;53.866251;20.95737
AOS;11-300;BISKUPIEC;ARMII KRAJOWEJ 8;53.866251;20.95737
POZ;11-300;BISKUPIEC;ARMII  KRAJOWEJ 8;53.866251;20.95737
POZ;11-300;BISKUPIEC;ARMII KRAJOWEJ 8;53.866251;20.95737
PSY;11-300;BISKUPIEC;ARMII KRAJOWEJ 8;53.866251;20.95737
REH;11-300;BISKUPIEC;ARMII  KRAJOWEJ 8;53.866251;20.95737
RTM;11-300;BISKUPIEC;ARMII KRAJOWEJ 8/1;53.866251;20.95737
SPO;11-300;BISKUPIEC;ARMII KRAJOWEJ 8;53.866251;20.95737
SPO;11-300;BISKUPIEC;UL. ARMII KRAJOWEJ 8;53.866251;20.95737
SZP;11-300;BISKUPIEC;ARMII  KRAJOWEJ 8;53.866251;20.95737
ZPO;11-300;BISKUPIEC;ARMII KRAJOWEJ 8/332;53.866251;20.95737
ZPO;11-300;BISKUPIEC;ARMII KRAJOWEJ 8/61;53.866251;20.95737
POZ;11-210;WIATROWIEC;21;54.240591;20.957762
POZ;11-300;BISKUPIEC;ADAMA MICKIEWICZA 8;53.861433;20.958676
POZ;11-300;BISKUPIEC;BOLES£AWA CHROBREGO 13;53.864772;20.9589
AOS;11-300;BISKUPIEC;MICKIEWICZA 12B;53.860729;20.959277
POZ;11-300;BISKUPIEC;MICKIEWICZA 12B;53.860729;20.959277
SPO;11-300;BISKUPIEC;MICKIEWICZA 12B;53.860729;20.959277
POZ;12-100;SZYMANY;35;53.483294;20.959636
POZ;11-300;BISKUPIEC;BOLES£AWA CHROBREGO 15;53.864717;20.959789
STM;11-300;BISKUPIEC;CHROBREGO 15;53.864717;20.959789
POZ;12-120;DèWIERZUTY;SZCZYCIE—SKA 16;53.698075;20.960299
STM;12-120;DèWIERZUTY;SZCZYCIE—SKA 16;53.698075;20.960299
POZ;12-100;SZYMANY;21;53.485295;20.961751
POZ;11-200;£AB DNIK;------------ 39;54.184964;20.965413
AOS;12-100;SZCZYTNO;GNIEèNIE—SKA 2;53.563998;20.973861
POZ;12-100;SZCZYTNO;GNIEèNIE—SKA 2;53.563998;20.973861
REH;12-100;SZCZYTNO;GNIEèNIE—SKA 2;53.563998;20.973861
SPO;12-100;SZCZYTNO;GNIEèNIE—SKA 2;53.563998;20.973861
ZPO;12-100;SZCZYTNO;GNIEèNIE—SKA 2;53.563998;20.973861
ZPO;12-100;SZCZYTNO;LWOWSKA 1A;53.557853;20.976956
POZ;12-100;SZCZYTNO;D£UGA 2;53.559625;20.977397
AOS;12-100;SZCZYTNO;PASYMSKA 21A;53.564773;20.98007
REH;12-100;SZCZYTNO;PASYMSKA 21A;53.564773;20.98007
SPO;12-100;SZCZYTNO;PASYMSKA 21A;53.564773;20.98007
POZ;12-104;TRELKOWO;TRELKOWO 1;53.63218;20.985375
AOS;12-100;SZCZYTNO;M.C. SK£ODOWSKIEJ 12;53.557383;20.986225
REH;12-100;SZCZYTNO;M.C. SK£ODOWSKIEJ 12;53.557383;20.986225
RTM;12-100;SZCZYTNO;M.C. SK£ODOWSKIEJ 12;53.557383;20.986225
SZP;12-100;SZCZYTNO;M.C. SK£ODOWSKIEJ 12;53.557383;20.986225
ZPO;12-100;SZCZYTNO;CHROBREGO 5;53.562995;20.986289
OPH;12-100;SZCZYTNO;KOCHANOWSKIEGO 2D;53.558658;20.986962
AOS;12-100;SZCZYTNO;KOåCIUSZKI 20;53.565113;20.98709
POZ;12-100;SZCZYTNO;KOåCIUSZKI 20;53.565113;20.98709
PSY;12-100;SZCZYTNO;KOåCIUSZKI 20;53.565113;20.98709
STM;12-100;SZCZYTNO;KOåCIUSZKI 13/1;53.564894;20.988176
POZ;12-160;£ATANA WIELKA;14;53.407439;20.988238
STM;12-100;SZCZYTNO;BARCZEWSKIEGO 2;53.564557;20.988605
POZ;12-100;SZCZYTNO;CHROBREGO 10;53.563263;20.988973
POZ;12-100;SZCZYTNO;KASPROWICZA 1;53.565725;20.989188
ZPO;12-100;SZCZYTNO;BOLES£AWA CHROBREGO 22/1;53.561935;20.99028
ZPO;12-100;SZCZYTNO;OGRODOWA 40;53.564851;20.990559
PSY;12-100;SZCZYTNO;KOåCIUSZKI 4/6;53.565301;20.990632
POZ;12-100;SZCZYTNO;SK£ODOWSKIEJ 2;53.560887;20.990853
POZ;11-311;KOLNO;38;53.998927;20.991177
STM;11-311;KOLNO;KOLNO 38;53.998927;20.991177
AOS;12-100;SZCZYTNO;SK£ODOWSKIEJ 3/24;53.560473;20.991601
STM;12-100;SZCZYTNO;MARII CURIE-SK£ODOWSKIEJ 3/25;53.560473;20.991601
POZ;12-100;SZCZYTNO;MICKIEWICZA 10;53.570037;20.992476
ZPO;12-100;SZCZYTNO;ODRODZENIA 23-25/9;53.564281;20.992728
ZPO;12-100;SZCZYTNO;ODRODZENIA 39/5;53.563582;20.9943
POZ;12-100;SZCZYTNO;POLSKA 18;53.5618399;20.9949073
STM;12-100;SZCZYTNO;KAZIMIERZA PRZERWY-TETMAJERA 38A;53.56354;20.99519
ZPO;12-100;SZCZYTNO;ØEROMSKIEGO 12B/3;53.564858;20.995586
AOS;12-100;SZCZYTNO;KOLBERGA 8;53.570348;20.996235
POZ;12-100;SZCZYTNO;K TRZY—SKIEGO 6;53.571273;20.996607
STM;12-100;SZCZYTNO;KRASICKIEGO 3;53.56508;20.997654
POZ;12-100;SZCZYTNO;LINKI 4;53.560829;20.997871
POZ;12-100;ROMANY;ROMANY 19;53.602345;20.998892
POZ;12-100;SZCZYTNO;KORCZAKA 4;53.568075;21.00085
STM;12-100;SZCZYTNO;LEYKA 18A;53.564141;21.001597
SPO;12-100;SZCZYTNO;BOLES£AWA KRZYWOUSTEGO 2;53.555329;21.003588
POZ;12-100;SZCZYTNO;NAUCZYCIELSKA 18;53.56512;21.00517
AOS;12-100;SZCZYTNO;NAUCZYCIELSKA 18/4U;53.565962;21.005222
AOS;12-100;SZCZYTNO;SOLIDARNOåCI 6A/4;53.565962;21.005222
POZ;12-100;SZCZYTNO;NAUCZYCIELSKA 18/4U;53.565962;21.005222
SPO;12-100;SZCZYTNO;SOLIDARNOåCI 6A/3;53.564818;21.005612
POZ;12-100;SZCZYTNO;LANCA 1;53.564104;21.007611
POZ;12-100;SZCZYTNO;LANCA 10;53.563095;21.008086
POZ;12-100;SZCZYTNO;BOH. WRZEåNIA 2;53.567685;21.008232
POZ;11-210;S POPOL;WOJSKA POLSKIEGO 8;54.267147;21.008909
STM;12-100;SZCZYTNO;PI£SUDSKIEGO 5/11;53.561241;21.012745
POZ;12-100;SZCZYTNO;PI£SUDSKIEGO 111;53.561249;21.013699
REH;11-210;S POPOL;MOSTOWA 3;54.268811;21.015687
AOS;12-100;SZCZYTNO;PI£SUDSKIEGO 30;53.560582;21.01857
POZ;12-100;SZCZYTNO;PI£SUDSKIEGO 30;53.560582;21.01857
ZPO;12-100;SZCZYTNO;PI£SUDSKIEGO 30;53.560582;21.01857
POZ;11-210;S POPOL;LIPOWA 1;54.268528;21.022847
STM;11-210;S POPOL;LIPOWA 1A;54.26958;21.024202
POZ;11-300;BISKUPIEC;KOBU£TY 79;53.800391;21.024867
POZ;11-300;KOBU£TY;- 80;53.798035;21.025159
POZ;11-230;S•TOPY-SAMULEWO;28;54.073613;21.027053
POZ;11-300;BREDYNKI;24;53.893171;21.033402
POZ;12-160;ZABIELE;4;53.45539;21.03652
POZ;12-100;RUDKA;RUDKA 10;53.53032;21.03893
POZ;11-300;BORKI WIELKIE;- 35;53.8333522;21.0603697
POZ;12-120;DèWIERZUTY;ORØYNY 67A;53.679947;21.06516
STM;12-120;DèWIERZUTY;ORØYNY 67A;53.679947;21.06516
POZ;11-430;£ANKIEJMY;10;54.150845;21.076028
POZ;11-731;CHOSZCZEWO;62;53.876627;21.086526
POZ;12-100;OLSZYNY;OLSZYNY 30;53.557666;21.109867
POZ;11-731;SORKWITY;SZKOLNA 3;53.839727;21.131544
STM;11-731;SORKWITY;SZKOLNA 3;53.839727;21.131544
ZPO;11-731;SORKWITY;SZKOLNA 3;53.839727;21.131544
POZ;11-731;SORKWITY;SZKOLNA 5;53.842995;21.133659
POZ;11-731;SORKWITY;SZKOLNA 17B;53.84182;21.134458
POZ;11-430;KORSZE;KOåCIUSZKI 12;54.171083;21.134947
AOS;11-430;KORSZE;REYMONTA 2;54.170234;21.135041
POZ;11-430;KORSZE;REYMONTA 2;54.170234;21.135041
REH;11-430;KORSZE;REYMONTA 2;54.170234;21.135041
STM;11-430;KORSZE;REYMONTA 2;54.170234;21.135041
STM;12-100;LIPOWIEC;20B;53.464485;21.135857
POZ;12-100;LIPOWIEC;20A;53.464334;21.13616
POZ;11-210;DZIETRZYCHOWO;73;54.30614;21.13737
STM;11-430;KORSZE;W£ADYS£AWA REYMONTA 2;54.16967;21.13909
POZ;11-440;RESZEL;£UKASI—SKIEGO 3;54.05067;21.13981
OPH;11-430;KORSZE;S£OWACKIEGO 6;54.168535;21.141322
RTM;11-440;RESZEL;KOLEJOWA 30;54.053849;21.143675
POZ;11-440;RESZEL;S£OWACKIEGO 4;54.048267;21.144739
STM;11-400;RESZEL;REYMONTA 1-4;54.048763;21.144758
ZPO;11-440;RESZEL;KOLEJOWA 3;54.050798;21.144936
AOS;11-440;RESZEL;KOLEJOWA 2;54.050893;21.14557
POZ;11-440;RESZEL;KOLEJOWA 2;54.050893;21.14557
STM;11-440;RESZEL;KOLEJOWA 2;54.050893;21.14557
ZPO;11-330;RESZEL;RYNEK 23;54.048653;21.145884
AOS;11-440;RESZEL;S£OWACKIEGO 3;54.048032;21.146111
OPH;11-440;RESZEL;S£OWACKIEGO 3;54.048032;21.146111
REH;11-440;RESZEL;S£OWACKIEGO 3;54.048032;21.146111
SPO;11-440;RESZEL;S£OWACKIEGO 3;54.048032;21.146111
POZ;11-731;KOZ£OWO;3;53.75028;21.1462
POZ;11-440;RESZEL;CHROBREGO 5A;54.05263;21.14864
POZ;12-140;JERUTY;41;53.544408;21.166263
POZ;11-707;WARPUNY;JEZIORNA 1;53.921826;21.173002
POZ;11-731;ZYNDAKI;2;53.897964;21.177756
REH;11-731;SORKWITY;PLAØOWA 6;53.799853;21.196117
AOS;11-440;åWI TA LIPKA;16;54.026251;21.214772
POZ;11-710;D£UØEC;17;53.7134739;21.215709
POZ;12-140;åWI TAJNO;MICKIEWICZA 28;53.564752;21.218375
REH;12-140;åWI TAJNO;GRUNWALDZKA 13;53.562352;21.219286
POZ;12-140;åWI TAJNO;MICKIEWICZA 13;53.563989;21.219553
POZ;12-140;åWI TAJNO;GRUNWALDZKA 13C;53.562928;21.21986
POZ;12-140;åWI TAJNO;GRUNWALDZKA 13C/5;53.562928;21.21986
STM;12-140;åWI TAJNO;GRUNWALDZKA 13C;53.562928;21.21986
POZ;12-140;åWI TAJNO;LEåNA 4 P;53.560445;21.224245
POZ;11-410;DROGOSZE;1;54.201674;21.242303
POZ;12-140;åWI TAJNO;KOLONIA 36;53.573623;21.254491
POZ;11-700;MARCINKOWO;MARCINKOWO 27;53.861569;21.27633
POZ;11-300;W G”J;19;53.90225;21.27687
POZ;11-430;GARBNO;36;54.13075;21.28301
POZ;11-430;KORSZE;GARBNO 17;54.131409;21.284638
STM;11-430;KORSZE;GARBNO 17;54.131409;21.284638
AOS;11-700;MR•GOWO;OSIEDLE MAZURSKIE 33A;53.869163;21.287729
POZ;11-700;MR•GOWO;OSIEDEL MAZURSKIE 33A;53.869163;21.287729
POZ;11-700;MR•GOWO;OSIEDLE MAZURSKIE 33A;53.869163;21.287729
AOS;11-700;MR•GOWO;OSEDLE MAZURSKIE 33 A;53.869159;21.287811
STM;12-114;ROZOGI;24-GO STYCZNIA 11;53.465065;21.288173
POZ;11-700;MR•GOWO;OS. MAZURSKIE 12;53.867718;21.290054
STM;11-700;MR•GOWO;OSIEDLE MAZURSKIE 12;53.867718;21.290054
POZ;11-700;MR•GOWO;PRZEMYS£OWA -11;53.851925;21.290965
POZ;11-700;MR•GOWO;MRONGOWIUSZA -65;53.872817;21.297271
POZ;11-700;MR•GOWO;PIOTRA SOBCZY—SKIEGO 1;53.865138;21.300404
POZ;11-700;MR•GOWO;MRONGOWIUSZA 13B;53.86716;21.300992
POZ;11-700;MR•GOWO;MRONGOWIUSZA 13C;53.867384;21.30167
POZ;11-700;MR•GOWO;BOHATER”W WARSZAWY 04;53.872843;21.302534
STM;11-700;MR•GOWO;BOHATER”W WARSZAWY 4;53.872965;21.302624
AOS;11-700;MR•GOWO;WOLNOåCI 3;53.87938;21.302814
POZ;11-700;MR•GOWO;WOLNOåCI 3;53.87938;21.302814
REH;11-700;MR•GOWO;WOLNOåCI 3;53.87938;21.302814
RTM;11-700;MR•GOWO;WOLNOåCI 3;53.87938;21.302814
SOK;11-700;MR•GOWO;WOLNOåCI 3;53.87938;21.302814
SZP;11-700;MR•GOWO;WOLNOåCI 3;53.87938;21.302814
ZPO;11-700;MR•GOWO;BOH. WARSZAWY 13/1B;53.872541;21.303639
AOS;11-700;MR•GOWO;WOLNOåCI 12;53.879489;21.303762
STM;11-700;MR•GOWO;WOLNOåCI 12;53.879489;21.303762
ZPO;11-700;MR•GOWO;KR”LEWIECKA 45A;53.874934;21.304019
ZPO;11-700;MR•GOWO;KR”LEWIECKA 23 A;53.872824;21.304075
STM;11-700;MR•GOWO;KR”LEWIECKA 54/B/3;53.875066;21.304423
STM;11-700;MR•GOWO;KR”LEWECKA 58/17;53.87575;21.304706
AOS;11-700;MR•GOWO;KR”LEWIECKA 58;53.87575;21.304706
AOS;11-700;MR•GOWO;KR”LEWIECKA 58/27A;53.87575;21.304706
AOS;11-700;MR•GOWO;KR”LEWIECKA 58/27B;53.87575;21.304706
OPH;11-700;MR•GOWO;KR”LEWIECKA 58;53.87575;21.304706
POZ;11-700;MR•GOWO;KR”LEWIECKA 58;53.87575;21.304706
POZ;11-700;MR•GOWO;KR”LEWIECKA 58/24;53.87575;21.304706
PSY;11-700;MR•GOWO;KR”LEWIECKA 58;53.87575;21.304706
SPO;11-700;MR•GOWO;KR”LEWIECKA 58;53.87575;21.304706
STM;11-700;MR•GOWO;KR”LEWIECKA 58/15;53.87575;21.304706
STM;11-700;MR•GOWO;KR”LEWIECKA 58/23;53.87575;21.304706
STM;11-700;MR•GOWO;KR”LEWIECKA 58/25;53.87575;21.304706
STM;11-700;MR•GOWO;KR”LEWIECKA 58/41;53.87575;21.304706
ZPO;11-700;MR•GOWO;KR”LEWIECKA 58;53.87575;21.304706
ZPO;11-700;MR•GOWO;KR”LEWIECKA 58/42;53.87575;21.304706
STM;11-700;MR•GOWO;KOPERNIKA 2A;53.863222;21.306584
POZ;11-700;MR•GOWO;KOPERNIKA 02A;53.863349;21.307195
POZ;11-700;MR•GOWO;KOPERNIKA 2C;53.863349;21.307195
POZ;11-700;SZESTNO;SZESTNO 18;53.923996;21.31133
STM;11-700;MR•GOWO;M£YNOWA 48;53.882805;21.311503
AOS;11-700;MR•GOWO;GRUNWALDZKA 1 B;53.86135;21.311754
POZ;11-700;MR•GOWO;GRUNWALDZKA 1 B;53.86135;21.311754
STM;11-700;MR•GOWO;GRUNWALDZKA 1/17;53.86135;21.311754
STM;11-700;MR•GOWO;GRUNWALDZKA 1/18;53.86135;21.311754
REH;11-700;MR•GOWO;GRUNWALDZKA 1B/2;53.861318;21.311988
ZPO;11-700;MR•GOWO;GRUNWALDZKA 1C;53.861296;21.312273
POZ;11-440;WILKOWO;1;54.00257;21.31433
POZ;11-700;MR•GOWO;NADBRZEØNA 4;53.861422;21.314571
POZ;11-710;NAWIADY;31;53.715763;21.319189
POZ;11-400;BIEDASZKI;1;54.072218;21.329796
POZ;11-710;PIECKI;ZWYCI STWA 23;53.764971;21.33786
POZ;11-710;PIECKI;ZWYCI STWA 23.;53.764971;21.33786
STM;11-710;PIECKI;ZWYCI STWA 23;53.764971;21.33786
POZ;11-710;PIECKI;KR”TKA 3;53.747076;21.338356
POZ;11-710;PIECKI;ZWYCI STWA 21;53.752068;21.340811
ZPO;11-710;PIECKI;ZWYCI STWA 24;53.755506;21.341334
STM;11-710;PIECKI;ADMINISTRACYJNA 1;53.75385;21.341816
POZ;11-710;PIECKI;ZWYCI STWA 18A;53.752953;21.342426
REH;11-710;PIECKI;ZWYCI STWA 18A;53.752953;21.342426
POZ;11-710;STARE KIE£BONKI;14;53.666506;21.345124
POZ;12-150;SPYCHOWO;MAZURSKA 5;53.598923;21.346072
POZ;12-150;SPYCHOWO;MAZURSKA 5/1;53.598923;21.346072
STM;12-150;SPYCHOWO;MAZURSKA 5;53.598923;21.346072
RTM;11-410;BARCIANY;M£YNOWA 4A/3;54.22063;21.347317
POZ;11-400;K TRZYN;SIKORSKIEGO 78;54.085736;21.348966
STM;11-400;K TRZYN;SIKORSKIEGO 78;54.085736;21.348966
POZ;11-410;BARCIANY;SZKOLNA 3;54.220424;21.349365
POZ;11-410;BARCIANY;FLORIANA PIOTROWSKIEGO 1A/1;54.221481;21.350384
POZ;11-410;BARCIANY;FL.PIOTROWSKIEGO 1;54.221998;21.350394
REH;11-410;BARCIANY;PIOTROWSKIEGO 1;54.221998;21.350394
STM;11-410;BARCIANY;PIOTROWSKIEGO 1;54.221998;21.350394
AOS;11-410;BARCIANY;PIOTROWSKIEGO 1A;54.222323;21.350987
RTM;12-150;SPYCHOWO;JURANDA 23;53.605738;21.351646
POZ;11-410;MO£TAJNY;1;54.294476;21.355838
POZ;11-400;K TRZYN;POZNA—SKA 21;54.077078;21.357108
STM;11-400;K TRZYN;POZNA—SKA 21;54.077078;21.357108
POZ;11-400;K TRZYN;KLONOWA 2B;54.075449;21.357831
POZ;12-114;ROZOGI;24 STYCZNIA 13;53.482528;21.359273
ZPO;12-114;ROZOGI;24 STYCZNIA 24C;53.48153;21.360484
SPO;11-400;K TRZYN;POLNA 12;54.079172;21.361346
AOS;12-114;ROZOGI;24 STYCZNIA 11;53.481903;21.361386
POZ;12-114;ROZOGI;24 STYCZNIA 11;53.481903;21.361386
POZ;11-400;K TRZYN;GEN. W£. SIKORSKIEGO 52/3;54.080446;21.365348
AOS;11-400;K TRZYN;DASZY—SKIEGO 31/12;54.078666;21.365495
AOS;11-400;K TRZYN;DASZY—SKIEGO 31 A/5;54.078666;21.365495
POZ;11-400;K TRZYN;DASZY—SKIEGO 31;54.078666;21.365495
STM;11-400;K TRZYN;DASZY—SKIEGO 31/15;54.078666;21.365495
STM;11-400;K TRZYN;DASZY—SKIEGO 31/16;54.078666;21.365495
ZPO;11-400;K TRZYN;DASZY—SKIEGO 31/10;54.078666;21.365495
ZPO;11-400;K TRZYN;UROCZA 22;54.08112;21.365893
AOS;11-400;K TRZYN;DASZY—SKIEGO 29A;54.078309;21.366416
AOS;11-400;K TRZYN;MAZURSKA 18;54.078198;21.366862
AOS;11-400;K TRZYN;MAZURSKA 18/4;54.078198;21.366862
STM;11-400;K TRZYN;MONIUSZKI 9/37;54.074727;21.366925
STM;11-400;K TRZYN;MONIUSZKI 6/8;54.077237;21.367118
REH;12-114;ROZOGI;WARSZAWSKA 26;53.474381;21.367267
POZ;11-400;K TRZYN;MONIUSZKI 1;54.076541;21.367298
STM;11-400;K TRZYN;MONIUSZKI 1;54.076541;21.367298
ZPO;11-400;K TRZYN;MAZURSKA 7;54.078533;21.367765
STM;11-400;K TRZYN;R”ØANA 5/38;54.082077;21.368585
POZ;11-400;K TRZYN;WOJSKA POLSKIEGO 3B/3;54.079942;21.36982
ZPO;11-400;K TRZYN;DASZY—SKIEGO 19;54.076919;21.370161
AOS;11-400;K TRZYN;DASZY—SKIEGO 14/4;54.077345;21.370264
POZ;11-400;K TRZYN;WOJSKA POLSKIEGO 9;54.081181;21.370561
STM;11-400;K TRZYN;WOJSKA POLSKIEGO 9;54.081181;21.370561
RTM;11-400;K TRZYN;SZKOLNA 1;54.07945;21.370947
ZPO;11-400;K TRZYN;SIKORSKIEGO 19/1;54.078665;21.371544
POZ;11-400;K TRZYN;KOPERNIKA 12;54.079701;21.371761
POZ;11-400;K TRZYN;POWSTA—C”W WARSZAWY 2;54.077296;21.372152
POZ;11-700;BOØE;BOØE 18;53.95493;21.3722
POZ;11-400;K TRZYN;WOJSKA POLSKIEGO 12;54.082591;21.373032
ZPO;11-400;K TRZYN;PL.PI£SUDSKIEGO 7/6;54.078934;21.373494
ZPO;11-400;K TRZYN;DASZY—SKIEGO 1;54.075033;21.373862
POZ;11-400;K TRZYN;BYDGOSKA 1;54.070635;21.373903
POZ;11-400;K TRZYN;KAZIMIERZA WIELKIEGO 12;54.093619;21.375523
POZ;11-400;K TRZYN;CHOPINA 1;54.073619;21.375915
PSY;11-400;K TRZYN;ROMUALDA TRAUGUTTA 3;54.076584;21.376044
AOS;11-400;K TRZYN;TRAUGUTTA 7;54.076153;21.37676
AOS;11-400;K TRZYN;TRAUGUTTA 7/109;54.076153;21.37676
AOS;11-400;K TRZYN;TRAUGUTTA 7/208;54.076153;21.37676
